label,0_x,0_y,0_z,0_v,1_x,1_y,1_z,1_v,2_x,2_y,2_z,2_v,3_x,3_y,3_z,3_v
left,0.5080671310424805,0.3536207973957062,-0.37624919414520264,0.9998937249183655,0.15632644295692444,0.5607739686965942,-0.00316789373755455,0.9997860789299011,0.6811060905456543,0.7934484481811523,-0.3678613305091858,0.9076782464981079,0.13446469604969025,0.9614453911781311,-0.047520339488983154,0.4676038920879364
left,0.5052827000617981,0.3482459783554077,-0.39109259843826294,0.9998960494995117,0.1550559401512146,0.5642452836036682,-0.006039820611476898,0.9997583627700806,0.6781347990036011,0.7914379835128784,-0.3778519332408905,0.9024579524993896,0.13347908854484558,0.9635869264602661,0.003779589431360364,0.45120203495025635
left,0.5056878924369812,0.35007429122924805,-0.3953140079975128,0.9998984336853027,0.15395091474056244,0.5642938613891602,-0.008792191743850708,0.9997560381889343,0.6782675385475159,0.7968330979347229,-0.38464826345443726,0.9036974906921387,0.1340809166431427,0.9636686444282532,-0.008327758871018887,0.4412536323070526
left,0.5070209503173828,0.35338646173477173,-0.4071371555328369,0.9998911619186401,0.15363562107086182,0.5653121471405029,-0.019575661048293114,0.9997388124465942,0.6779748201370239,0.8013774156570435,-0.3900345265865326,0.8998495936393738,0.1337781846523285,0.96639484167099,0.02475510910153389,0.4274635314941406
left,0.5077740550041199,0.3547574579715729,-0.40278998017311096,0.9998906254768372,0.15347835421562195,0.5658025741577148,-0.020095903426408768,0.999737560749054,0.6780276298522949,0.8030255436897278,-0.3812592625617981,0.898822546005249,0.13382162153720856,0.9664306044578552,-0.0036417848896235228,0.4207564890384674
left,0.5071114301681519,0.3555784821510315,-0.3966911733150482,0.9998919367790222,0.15215888619422913,0.5666038990020752,-0.021261032670736313,0.9997329115867615,0.6770342588424683,0.8030177354812622,-0.3732640743255615,0.9011245965957642,0.1337558627128601,0.9691135883331299,-0.01515952218323946,0.41918718814849854
left,0.5050415992736816,0.35579460859298706,-0.4155051112174988,0.9998925924301147,0.15201885998249054,0.5677419900894165,0.004918810911476612,0.9997207522392273,0.6763465404510498,0.8026988506317139,-0.429271399974823,0.9042490124702454,0.13368311524391174,0.9699587225914001,0.009081159718334675,0.4166475236415863
left,0.5020700693130493,0.3552600145339966,-0.3896940052509308,0.9998945593833923,0.15113431215286255,0.5681573152542114,-0.04117938131093979,0.9997152090072632,0.675003707408905,0.7993977665901184,-0.344840943813324,0.903626024723053,0.13382425904273987,0.9699184894561768,0.018383195623755455,0.41342052817344666
left,0.4964873194694519,0.35255166888237,-0.3755947947502136,0.9998952746391296,0.1495959460735321,0.5685892701148987,-0.050855983048677444,0.9997067451477051,0.6718913912773132,0.7918816804885864,-0.33129605650901794,0.9052133560180664,0.13324660062789917,0.9682374596595764,-0.028924191370606422,0.41274404525756836
left,0.49452847242355347,0.3525351583957672,-0.3779979348182678,0.9998906850814819,0.14856109023094177,0.569865882396698,-0.04744911193847656,0.9996945858001709,0.6699756383895874,0.7913526296615601,-0.35369592905044556,0.9040356874465942,0.13322994112968445,0.9694572687149048,-0.03354933485388756,0.4090101420879364
left,0.49357467889785767,0.3537016808986664,-0.3790028691291809,0.9998831748962402,0.14647024869918823,0.5700489282608032,-0.049874793738126755,0.9996963143348694,0.6693710088729858,0.7920610904693604,-0.3468411862850189,0.9003179669380188,0.13327324390411377,0.9706619381904602,-0.01363323349505663,0.4072238504886627
left,0.6135664582252502,0.32131227850914,-0.2926449775695801,0.9998180866241455,0.23367802798748016,0.526462972164154,-0.12217225134372711,0.9997860193252563,0.7564163208007812,0.7999477386474609,-0.23644042015075684,0.8574935793876648,0.24908916652202606,0.9595265984535217,-0.16239576041698456,0.49103111028671265
left,0.6138259172439575,0.31994694471359253,-0.2811620533466339,0.9998213648796082,0.23346754908561707,0.5259215831756592,-0.1413106769323349,0.9997804164886475,0.7568867206573486,0.7992455959320068,-0.22306230664253235,0.8540606498718262,0.24674198031425476,0.9584842920303345,-0.1808966100215912,0.47177714109420776
left,0.6135545969009399,0.31843340396881104,-0.3122050166130066,0.9998154640197754,0.23302534222602844,0.5240176916122437,-0.14193017780780792,0.9997755885124207,0.7566879987716675,0.7963346838951111,-0.25795045495033264,0.850825846195221,0.2451944649219513,0.9534755349159241,-0.17417453229427338,0.46278536319732666
left,0.6558153629302979,0.33474430441856384,-0.27474087476730347,0.9998714923858643,0.23764431476593018,0.5158326029777527,-0.1728607714176178,0.9998858571052551,0.7646281719207764,0.8165660500526428,-0.21005818247795105,0.8471166491508484,0.23803576827049255,0.9512346982955933,-0.1542905867099762,0.5028233528137207
left,0.6555967926979065,0.33477509021759033,-0.2662617564201355,0.9998743534088135,0.2375824898481369,0.5153826475143433,-0.17227651178836823,0.9998902082443237,0.7647675275802612,0.8165990710258484,-0.19410419464111328,0.8439291715621948,0.2375391274690628,0.9522708654403687,-0.17050637304782867,0.4973542392253876
left,0.6551017761230469,0.3349549472332001,-0.2576301097869873,0.9998775720596313,0.23740053176879883,0.5152105689048767,-0.17215049266815186,0.9998942017555237,0.7645875811576843,0.8147661089897156,-0.1856132447719574,0.8441963195800781,0.23613186180591583,0.9519968628883362,-0.17441071569919586,0.5014491677284241
left,0.6537618041038513,0.3335855305194855,-0.25788187980651855,0.999878466129303,0.23737451434135437,0.5137661099433899,-0.17284782230854034,0.9998944401741028,0.7652429938316345,0.8144947290420532,-0.19100135564804077,0.8404917120933533,0.23562026023864746,0.9512499570846558,-0.19317495822906494,0.4998178482055664
left,0.653477132320404,0.33404940366744995,-0.2644892632961273,0.9998701810836792,0.2374769002199173,0.5128050446510315,-0.1735113263130188,0.9998922348022461,0.7649562954902649,0.815071165561676,-0.19010350108146667,0.8374365568161011,0.2354775369167328,0.9490785598754883,-0.14263764023780823,0.49578988552093506
left,0.5956711769104004,0.30400151014328003,-0.27587661147117615,0.9998044967651367,0.22173893451690674,0.5322972536087036,-0.09991602599620819,0.999795138835907,0.7522450685501099,0.7924184203147888,-0.22990962862968445,0.8595503568649292,0.24343526363372803,0.9572778344154358,-0.11592131853103638,0.5290156602859497
left,0.5956270694732666,0.30469009280204773,-0.27613362669944763,0.9998072981834412,0.22175529599189758,0.5330727100372314,-0.08950883895158768,0.9997938871383667,0.751184344291687,0.7949525713920593,-0.23787672817707062,0.8530033826828003,0.24578046798706055,0.9591107964515686,-0.13191616535186768,0.5132086277008057
left,0.5936247110366821,0.30253615975379944,-0.2784987986087799,0.9998064041137695,0.2216355800628662,0.5322719812393188,-0.11935663223266602,0.9997953176498413,0.7499312162399292,0.7884390950202942,-0.23686674237251282,0.8525190949440002,0.24584610760211945,0.9566308259963989,-0.13309714198112488,0.5127296447753906
left,0.5945851802825928,0.30413559079170227,-0.28743353486061096,0.9998089075088501,0.2206561118364334,0.5332092046737671,-0.11251521110534668,0.9997949004173279,0.749570906162262,0.7890375256538391,-0.2527315020561218,0.8546254634857178,0.2453136146068573,0.9594683051109314,-0.1607796996831894,0.5092414617538452
left,0.5960860848426819,0.30528032779693604,-0.29407936334609985,0.9998140335083008,0.2201526165008545,0.5322201251983643,-0.09762358665466309,0.9997975826263428,0.7495561838150024,0.7903770208358765,-0.2582031190395355,0.858729362487793,0.24458077549934387,0.9577232003211975,-0.1516842544078827,0.50562983751297
left,0.5987973809242249,0.3054768145084381,-0.30129945278167725,0.9998215436935425,0.21999916434288025,0.5310226082801819,-0.0939406305551529,0.9998080730438232,0.7498447895050049,0.7908377051353455,-0.27164003252983093,0.863216757774353,0.24398207664489746,0.9577401876449585,-0.14853768050670624,0.5169013738632202
left,0.5998221635818481,0.30559560656547546,-0.28614065051078796,0.999812126159668,0.22044169902801514,0.5288472771644592,-0.10740441083908081,0.9998092651367188,0.7497979402542114,0.7908899784088135,-0.2477109134197235,0.8589193224906921,0.24332711100578308,0.9538298845291138,-0.16700440645217896,0.5176575183868408
left,0.6023288369178772,0.30446115136146545,-0.2900690734386444,0.9998053312301636,0.22131772339344025,0.5235010385513306,-0.11523088067770004,0.9998116493225098,0.7498554587364197,0.7876235842704773,-0.24564477801322937,0.8576827049255371,0.24341031908988953,0.9478344321250916,-0.14104115962982178,0.5191773772239685
left,0.6024790406227112,0.30411821603775024,-0.28779929876327515,0.9998044371604919,0.22172832489013672,0.5223637819290161,-0.10720972716808319,0.9998114705085754,0.7500811219215393,0.7865446209907532,-0.24275970458984375,0.8602277040481567,0.24436311423778534,0.9453490376472473,-0.11876988410949707,0.5263867974281311
left,0.6008089780807495,0.30432334542274475,-0.29675915837287903,0.9998077750205994,0.21982049942016602,0.5234124064445496,-0.10606040060520172,0.9998091459274292,0.7497259974479675,0.7873685956001282,-0.24841885268688202,0.8661938905715942,0.24235793948173523,0.944835364818573,-0.07528597116470337,0.5319768786430359
left,0.5985698699951172,0.30456212162971497,-0.2952852249145508,0.9998186230659485,0.2194060981273651,0.5235108733177185,-0.09772583842277527,0.99981290102005,0.7495870590209961,0.7892738580703735,-0.24828478693962097,0.8687551021575928,0.2412460595369339,0.9450682997703552,-0.0982012003660202,0.5226956605911255
left,0.595551609992981,0.304750919342041,-0.2536763846874237,0.9998366236686707,0.2170654535293579,0.5339101552963257,-0.09931453317403793,0.9998213648796082,0.7482467889785767,0.7903986573219299,-0.18991084396839142,0.8672324419021606,0.24170427024364471,0.9632537364959717,-0.11049598455429077,0.5071040987968445
